Sr No.,NAMC_ID,NAMC_CODE,NAMC_term,NAMC_term_diacritical,NAMC_term_DEVANAGARI,Short_definition,Long_definition,Ontology_branches
2727,2819,SS-2.1,kAlikA,kālikā,कालिका,,"the disorder is characterized by jvaraḥ [fever], dāhaḥ [burning sensation], śvayathuḥ [swelling], vēdanā [pain]",
2728,2820,SS-2.2,marmarikA,marmarikā,मर्मरिका,,"the disorder is characterized by vēdanā [pain], jvaraḥ [fever], granthiḥ [glandular swellings]",
2729,2821,SS-2.3,lohitikA,lōhitikā,लोहितिका,,"the disorder is characterized by manyāstambhaḥ [torticollis/stiffness of neck], apatānakaḥ [spasmodic contractions /convulsions of body], śirōgrahaḥ [stiffness of head], karṇaśūlaḥ [ear ache]",
2730,2822,SS-3,karNavyadhakAle sandhAnasya ayogaH,karṇavyadhakālē sandhānasya ayōgaḥ,कर्णव्यधकाले सन्धानस्य अयोगः,,,
2731,2823,SS-3.1,vAtaduShTaraktam,vātaduṣṭaraktam,वातदुष्टरक्तम्,,the disorder is characterized by paripuṭanam [loss of skin],
2732,2824,SS-3.2,pittaduShTaraktakopa,pittaduṣṭaraktakōpa,पित्तदुष्टरक्तकोप,,"the disorder is characterized by dāhaḥ [burning sensation], pākaḥ [inflammation/suppuration], rāgaḥ [redness/congestion], vēdanā [pain]",
2733,2825,SS-3.3,kaPaduShTa-raktaH,kaphaduṣṭa-raktaḥ,कफदुष्ट-रक्तः,,"the disorder is characterized by stabdhatā [stiffness], kaṇḍūḥ [itching]",
2734,2826,SS-3.4,atipravRutta-raktaH,atipravr̥tta-raktaḥ,अतिप्रवृत्त-रक्तः,,"the disorder is characterized by śyāvatā [discoloration], śōphaḥ [oedema]",
2735,2827,SS-3.5,alpapravRutta-raktaH,alpapravr̥tta-raktaḥ,अल्पप्रवृत्त-रक्तः,,,
2736,2828,SS-4,li~gganASa-mithyAvedhanam,liṅganāśa-mithyāvēdhanam,लिङ्गनाश-मिथ्यावेधनम्,,"the disorder is characterized by rāgaḥ [redness/congestion], śōphaḥ [oedema], arbudam [tumor], cōṣaḥ [sucking type of pain], budbudam [muscular growth resembling bubble], śūkarākṣitā [downward gaze], adhimanthaḥ [eye disease - glacouma], rujā [pain]",
2737,2829,SS-5,lekhana-atiyogaH,lēkhana-atiyōgaḥ,लेखन-अतियोगः,,"the disorder is characterized by vartmam vyāvartatē [eye lids remain everted], pakṣmam vimuhyati/vimuñcati [eye lashes become distorted], ruk [pain], srāvabahulam [profuse discharge]",
2738,2830,SS-6,lekhana-ayogaH,lēkhana-ayōgaḥ,लेखन-अयोगः,,"the disorder is characterized by śastrakr̥tāt kṣatāt skannaṁ raktam dhruvam sravēt [eye has a thick bloody discharge from the wound produced by instrument], rāgaḥ [redness/congestion], śōphaḥ [oedema], parisrāvaḥ [excessive discharges], timiram [errors of refraction/partial blindness], vyādhyanirjayaḥ [condition does not get relieved], śyāvaṁ vartmam [brownish discolouration of eyelid], guru vartmam [heaviness], stabdhaṁ vartmam [fixedness of eyelid], vartmakaṇḍū [itching in eyelid], vartmaharṣaḥ [flickering of eyelids], vartmōpadēhaḥ [sticky discharges], udīrṇa nētrapāka [severe inflammation of eye]",
2739,2831,ST,kShAra-karma-apacAraH,kṣāra-karma-apacāraḥ,क्षार-कर्म-अपचारः,,,
2740,2832,ST-1,kShAra-viBramaH,kṣāra-vibhramaḥ,क्षार-विभ्रमः,,"the disorder is characterized by jvaraḥ [fever], atisāraḥ [diarrhoea], tr̥ṭ [thirst], mōhaḥ [confusion/delirium], mūrchā [syncope/attacks of swooning], hr̥dvēdanā [precordial pain/cardiac pain], hr̥dārtiḥ [distress in heart]",
2741,2833,ST-2,kShArapAna-atiyogaH,kṣārapāna-atiyōgaḥ,क्षारपान-अतियोगः,,"the disorder is characterized by kēśōpaghātaḥ [hair fall], akṣyupaghātaḥ [impairment of vision], hr̥dayōpaghātaḥ [affliction of heart], puṁstvōpaghātaḥ [impotence/loss of sexual vigor], āndhyam [blindness], ṣāṇḍhyam [impotence], khālityam [baldness], pālityam [greying of hairs], hr̥dayāpakartiḥ [cutting type of pain in cardiac region]",
2742,2834,ST-3,kShAra-atidagdhaH,kṣāra-atidagdhaḥ,क्षार-अतिदग्धः,,"the disorder is characterized by dāhaḥ [burning sensation], rāgaḥ [redness/congestion], pākaḥ [inflammation/suppuration], srāvaḥ [discharge], aṅgamardaḥ [generalised bodyache], klamaḥ [exhaustion without exertion], pipāsā [thirst], mūrcchā [syncope/attacks of swooning], maraṇam [death], ūṣā [burning sensation with sweating and restlessness], śōphaḥ [swelling / proctitis], jvaraḥ [fever], visarpaḥ [spreading cellulitis/erysipelas], śirōrōgaḥ [diseases of head], raktasrāvaḥ [bleeding]",
2743,2835,ST-3.1,kShAra-atidagdha-gudaH,kṣāra-atidagdha-gudaḥ,क्षार-अतिदग्ध-गुदः,,"the disorder is characterized by viṭ- rōdhaḥ/ viṭ- saṁrōdhaḥ [obstruction of faeces], mūtrarōdhaḥ/mūtrasaṁrōdhaḥ [obstruction in passage of urine], atīsāraḥ [diarrhoea], puṁstvōpaghātaḥ [impotence/loss of sexual vigor], gudavisaraṇāt mr̥tyuḥ/gudaśātanāt mr̥tyuḥ [death on fissuring/ tearing of anus], gudaśōpha [swelling at anus], gudatōdaḥ [pricking type of pain], gudavēdanā [proctalgia], gudasrāvaḥ [anal discharge], śakr̥dvidhāraṇāśaktiḥ [unable to urge of defecation], mūtravidhāraṇāśaktiḥ [unable to hold urine], viṭ-atipravr̥ttiḥ [excessive defecation], mūtrātipravr̥ttiḥ [frequent micturition]",
2744,2836,ST-3.2,kShAra-atidagdha-nAsA,kṣāra-atidagdha-nāsā,क्षार-अतिदग्ध-नासा,,"the disorder is characterized by nāsāvaṁśataruṇāsthidaraṇam/nāsāvaṁśadaraṇam [destruction of nasal cartilage], nāsāvaṁśataruṇāsthisaṅkōcaḥ/nāsāvaṁśākuṁcanam [constriction of nasal cartilage], gandhājñānam/viṣayājñānam [loss of sense of smell]",
2745,2837,ST-3.3,kShAra-atidagdha-netram,kṣāra-atidagdha-nētram,क्षार-अतिदग्ध-नेत्रम्,,"the disorder is characterized by vartmanirbhēdaḥ [disruption of sensory function of the eye due to puncture in the lids], indriyabhraṁśaḥ [impaired vision]",
2746,2838,ST-3.4,kShAra-atidagdha-Srotram,kṣāra-atidagdha-śrōtram,क्षार-अतिदग्ध-श्रोत्रम्,,the disorder is characterized by śabdājñānaṁ [loss of hearing],
2747,2839,ST-4,kShAra-hInadagdhaH/durdagdha,kṣāra-hīnadagdhaḥ/durdagdha,क्षार-हीनदग्धः/दुर्दग्ध,,"the disorder is characterized by tōdaḥ [pricking pain], kaṇḍūḥ [itching], jāḍyam [dullness/ frigidity/inactiveness], vyādhivr̥ddhiḥ [increase in disease characters], tāmratā [coppery discolouration]",
2748,2840,SU,agnikarma-apacAraH,agnikarma-apacāraḥ,अग्निकर्म-अपचारः,,,
2749,2841,SU-1,agniviBrama,agnivibhrama,अग्निविभ्रम,,,
2750,2842,SU-1.1,agni-atidagdhaH,agni-atidagdhaḥ,अग्नि-अतिदग्धः,,"the disorder is characterized by māṁsāvalambanam/māṁsapralambanam/māṁsalambanam [hanging of māṁsa at burn site], gātraviślēṣaḥ [loosening of body parts], atimātraṁ sirāvyāpādanam/sirānāśaḥ [excessive injury to blood vessels/ loss of blood vessles], atimātraṁ snāyuvyāpādanam/snāyunāśaḥ [excessive injury to tendons/ loss of tendons], atimātraṁ sandhivyāpādanam/sandhināśaḥ [excessive injury to joints/ loss of joints], atimātraṁ asthivyāpādanam/asthināśaḥ [excessive injury to bones/ loss of bones], jvaraḥ [fever], dāhaḥ [burning sensation], pipāsā/tr̥ṭ [thirst], mūrcchā [syncope/attacks of swooning], vraṇaḥ cirēṇa rōhati/ vraṇasya kr̥cchrēṇa rōhaṇam [delayed wound healing], rūḍhavraṇaḥ vivarṇō bhavati [discloured scar of healed wound], ugrarujā/vēdanā [severe pain], dhūmāyanam/dhūpanam [smoky sensation], gambhīravraṇaḥ/vraṇagāmbhīryam [deep wounds], chardiḥ [vomiting], śōṇitātipravr̥ttiḥ [heavy bleeding], śōṇitātipravr̥ttinimittōpadravaḥ [complication due to heavy blood loss viz. emaciation, tremors, convulsive movement of body etc.], māṁsasaṁkōcaḥ [contraction of māṁsa], mr̥tyuḥ [death]",
2751,2843,SU-1.1.1,atidagdha-nAsA (agnikarma),atidagdha-nāsā (agnikarma),अतिदग्ध-नासा (अग्निकर्म),,,
2752,2844,SU-1.1.2,atidagdha-guda,atidagdha-guda,अतिदग्ध-गुद,,,
2753,2845,SU-1.1.3,atidagdha-arSaH,atidagdha-arśaḥ,अतिदग्ध-अर्शः,,"the disorder is characterized by gudāvadaraṇam [fissure], dāhaḥ [burning sensation], mūrcā [syncope/attacks of swooning], jvaraḥ [fever], pipāsā [thirst], śōṇitātipravr̥ttinimittōpadravaḥ [complication due to heavy blood loss viz. emaciation, tremors, convulsive movement of body etc]",
2754,2846,SU-1.2,durdagdham (agnikarma),durdagdham (agnikarma),दुर्दग्धम् (अग्निकर्म),,"the disorder is characterized by sphōṭāḥ [blisters], tīvra-cōṣaḥ [severe sucking type pain], tīvradāhaḥ [severe burning sensation], tīvrarāgaḥ [severe redness], tīvrapākaḥ [acute inflammation], tīvravēdanā [severe pain], cirādupaśamaḥ [delayed healing]",
2755,2847,SU-1.3,hInadagdha-arSaH,hīnadagdha-arśaḥ,हीनदग्ध-अर्शः,,"the disorder is characterized by dhyāmavraṇaḥ [bluish black colour], alpavraṇaḥ [small wound], kaṇḍūḥ [itching], anilavaiguṇyam [impairment of vāta], indriyāṇāmaprasādaḥ [impairment of sense organs], vikārasya aśāntiḥ [does not get cured]",
2756,2848,SU-1.4,tutthadagdhaH,tutthadagdhaḥ,तुत्थदग्धः,,"the disorder is characterized by tvagvaivarṇyam [dis colouration], atyartham ūṣā [burning sensation with sweating and restlessness], na sphōṭasamudbhavaḥ [no blisters]",
2757,2849,SW (SN9Y),vraNa-apacAraH,(a) vraṇa-apacāraḥ,व्रण-अपचारः,,,
2758,2850,SW-1,abudhnavraNaH,abudhnavraṇaḥ,अबुध्नव्रणः,,the disorder is characterized by pāka [inflammation/suppuration],
2759,2851,SW-2,adhyaSana-vraNaH,adhyaśana-vraṇaḥ,अध्यशन-व्रणः,,,
2760,2852,SW-3,ajIrNaBojana-vraNaH,ajīrṇabhōjana-vraṇaḥ,अजीर्णभोजन-व्रणः,,,
2761,2853,SW-4,AtirUkShavraNavarti-upayogaH,ātirūkṣavraṇavarti-upayōgaḥ,आतिरूक्षव्रणवर्ति-उपयोगः,,"the disorder is characterized by māṁsacchēdaḥ [cutting of māṁsa (muscle)], atiruk [severe pain], daraṇam [cracking/ fissuring of skin, māṁsa], śōṇitāgamaḥ [bleeding/haemorrhage]",
2762,2854,SW-5,atisnigdhavraNavarti-upayogaH,atisnigdhavraṇavarti-upayōgaḥ,अतिस्निग्धव्रणवर्ति-उपयोगः,,the disorder is characterized by klēdavr̥ddhiḥ [unctuous wicks increase moistness],
2763,2855,SW-6,gADhabandhana-vraNaH,gāḍhabandhana-vraṇaḥ,गाढबन्धन-व्रणः,,"the disorder is characterized by śōphaḥ [oedema], vēdanā [pain], vraṇavartmāvagharṣaṇam [rubbing of borders of wound]",
2764,2859,T,vikAraH-sa~gkIrNa,vikāraḥ-saṅkīrṇa,विकारः-सङ्कीर्ण,,,
2765,2860,PAT,prAkRutikaH,prākr̥tikaḥ,प्राकृतिकः,,,
2766,2861,U,samyak-cikitsA,samyak-cikitsā,सम्यक्-चिकित्सा,,,
2767,2862,U-1,samyak-snehanam,samyak-snēhanam,सम्यक्-स्नेहनम्,,"the pattern is characterized by vātānulōmanam [evacuation of the flatus/ proper elimination of flatus, feces, urine etc. / proper functioning of vāyu], agnidīptiḥ [increase in power of agni], snigdham varcaḥ [unctuous stool], asaṁhatam varcaḥ/viṭśaithilyam [soft stool], aṅga mārdavam/ mr̥dugātratā [tenderness/ softness of the body], aṅga snigdhatā [smoothness of the body], tvakśaithilyam [laxity of skin], glāniḥ [fatigue in mind and body], aṅgalāghavam [feeling of lightness in the body], adhastāt snēhadarśanam [appearance of snēha (oilyness) in feces], snēhōdvēgaḥ [aversion for snēha], klamaḥ [exhaustion without exertion]",
2768,2863,U-2,samyak-svedanam,samyak-svēdanam,सम्यक्-स्वेदनम्,,"the pattern is characterized by śītōparamaḥ/ śītakṣayaḥ [recovery from cold/ chill], śūlōparamaḥ/ śūlakṣayaḥ [pain relief], stambhanigraham [relief in stiffness], gauravanigraham [relief in heaviness], mārdavam [moistness/ softness of skin], agnidīptiḥ [increase in power of agni], tvakprasādam [increase in skin lustre], bhaktaśraddhā [inclination for food], srōtasāṁ nirmalatvam [cleanliness of srōtasa], nidrāhananam [recovery from sleepiness], tandrāhananam [recovery from lassitude], stabdhasandhīnāṁ āśu cēṣṭā [quick movements of stiff joints]",
2769,2864,U-3,samyak-rUkShaNam,samyak-rūkṣaṇam,सम्यक्-रूक्षणम्,,"the pattern is characterized by laṁghitaliṅgāni [symptoms of laṁghana], vātavisargaḥ [proper excretion of flatus], mūtravisargaḥ [proper excretion of urine], purīṣavisargaḥ [proper excretion of faeces], gātralāghavam [lightness of the body], hr̥dayaśuddhiḥ [feeling of purity of heart], udgāraśuddhiḥ [feeling of purity of eructation], kaṇṭhaśuddhiḥ [feeling of purity of throat], āsyaśuddhiḥ [feeling of purity of mouth], tandrāgamanam/ tandrānāśaḥ [disappearance of drowsiness], klamanirvr̥tttiḥ [disappearance of exertion], svēdōtpattiḥ [sweating], ruci-utpattiḥ [appearance of taste for food], asahya kṣut-udayaḥ [increased appetite], asahya pipāsōdayaḥ [increased thirst], antarātmani nirvyathā [not having any type of distress], vimalēndrayatā [feeling of purity of sense organs], lāghavam [feeling of lightness], kṣuttr̥ṭsahōdaya [instantaneous apperance of appetite and thirst], vyādhimārdavam [decrease in disease characters], utsāhaḥ [enthusiasm/vigour]",
2770,2865,U-4,samyak-staMBanam,samyak-staṁbhanam,सम्यक्-स्तंभनम्,,"the pattern is characterized by syādbalē labdhē [gaining of strength], yathōktaiśrcāmayairjitaiḥ [ailments due to afflication with pitta, alkalies and fire are overcome]",
2771,2866,U-5,samyak-la~gghanam,samyak-laṅghanam,सम्यक्-लङ्घनम्,,"the pattern is characterized by vātavisargaḥ [proper excretion of flatus], mūtravisargaḥ [proper excretion of urine], purīṣavisargaḥ [proper excretion of faeces], gātralāghavam [lightness of the body], hr̥dayaśuddhiḥ [feeling of purity of heart], udgāraśuddhiḥ [feeling of purity of eructation], kaṇṭhaśuddhiḥ [feeling of purity of throat], āsyaśuddhiḥ [feeling of purity of mouth], tandrāgamanam/ tandrānāśaḥ [disappearance of drowsiness], klamanirvr̥tttiḥ [disappearance of exertion], svēdōtpattiḥ [sweating], ruci-utpattiḥ [appearance of taste for food], asahya kṣut-udayaḥ [increased appetite], asahya pipāsōdayaḥ [increased thirst], antarātmani nirvyathā [not having any type of distress], vimalēndrayatā [feeling of purity of sense organs], lāghavam [feeling of lightness], kṣuttr̥ṭsahōdaya [instantaneous apperance of appetite and thirst], vyādhimārdavam [decrease in disease characters], utsāhaḥ [enthusiasm/vigour]",
2772,2867,U-6,samyak-bRuMhaNam,samyak-br̥ṁhaṇam,सम्यक्-बृंहणम्,,"the pattern is characterized by balōpalambhaḥ/balam [strength], puṣṭyupalambhaḥ/puṣṭiḥ [corpulence], kārśyadōṣavivarjanam [disappearence of the defects of emaciation], āmayasaṁkṣayaḥ [alleviation of diseases]",
2773,2868,U-7,samyak-vamanam,samyak-vamanam,सम्यक्-वमनम्,,"the pattern is characterized by ūrdhvaṁ kaphānugapittapravr̥ttiḥ/kramāt kaphapittānilapravr̥ttiḥ/ nirvibandhakaphapittānilapravr̥ttiḥ/ kaphasyānupittapravr̥ttiḥ [pitta appears after the elimination of kapha], nātimahatī vyathā/sukhapravr̥tti [easy expulsion of dōṣa/ not having any distress], kārśyaḥ [emaciation], daurbalyam [weakness], lāghavam/laghutvam/dēhalaghutvam [body becomes light], hr̥nmārgaśuddhi/hr̥t-śuddhiḥ [feeling of cleanliness of heart/ and related channels], pārśvamārgaśuddhiḥ [feeling of cleanliness of sides of chest and related channels], mūrdhamārgaśuddhiḥ/śiraḥśuddhiḥ [feeling of cleanliness of head and related channels], indriyamārgaśuddhiḥ [feeling of cleanliness of sense organs and related channels], manaḥprasādaḥ [calmness of manas (mind)/mental cheerfulness], svāsthyam/svasthatā [healthy feeling], dōṣāṇāṁ svayamavasthānam [ dōṣain their own site], kaṇṭhaśuddhiḥ [feeling of purity of throat], kaphasaṁsrāvaḥ [secretion of mucus], buddhiprasādaḥ [calmness of buddhi], indriyabalam [increased strength of sense organs], dhātusthiratvam [stability of dhātu], jvalanadīpti [increase in power of agni], vayasaḥ cirāt pākam [delayed ageing]",
