namaste_code,namaste_term,namaste_terms,icd_code,icd_description
PE-1.3.1.2,maNDalIsarpaviSha-dvitIyaviShavegaH,"the disorder is characterized by pītatā atyartham [yellow colour], paridāhaḥ [severe burning sensation], daṁśaśvayathuḥ/śvayathūdbhavaḥ [swelling at bite site] maNDalIsarpaviSha-dvitIyaviShavegaH",8E00,Peripheral Neuropathy
PE-1.3.1.3,maNDalIsarpaviSha-tRutIyaviShavegaH,"the disorder is characterized by cakṣurgrahaṇam [blurring of vision], tr̥ṣṇā [thirst], daṁśaklēdaḥ/daṁśaviklēdaḥ [soddening at the site of bite], svēdaḥ [perspiration] maNDalIsarpaviSha-tRutIyaviShavegaH",5A10,Type 1 Diabetes Mellitus
PE-1.3.1.4,maNDalIsarpaviSha-caturthaviShavegaH,the disorder is characterized by jvaraḥ [fever] maNDalIsarpaviSha-caturthaviShavegaH,MG20,Fever of Unknown Origin
PE-1.3.1.5,maNDalIsarpaviSha-pa~jcamaviShavegaH,the disorder is characterized by sarvagātrēṣu paridāhaḥ/sarvagātradāhaḥ [burning sensation throughout the whole body] maNDalIsarpaviSha-pa~jcamaviShavegaH,8E00,Peripheral Neuropathy
PE-1.3.1.6,maNDalIsarpaviSha-ShaShThaviShavegaH,"the disorder is characterized by atyarthagrahaṇīduṣṭiḥ [severe affliction of 'grahaṇī' organ], gātragauravam [heaviness of body parts], atisāraḥ [diarrhoea], hr̥tpīḍā [precordial pain/cardiac pain], mūrcchā [syncope/attacks of swooning], avipākaḥ [indigestion] maNDalIsarpaviSha-ShaShThaviShavegaH",5B80,Obesity
PE-1.3.1.7,maNDalIsarpaviSha-saptamaviShavegaH,"the disorder is characterized by ślēṣmavartiprādurbhāvaḥ [wick like thick mucoidal disharge from mouth], kaṭībhaṅgaḥ [breaking sensation of waist], pr̥ṣṭhabhaṅgaḥ [breaking sensation of the back], sarvacēṣṭāvighātaḥ [impairment of all functions], lālātipravr̥̄ttiḥ [excessive salivation], svēdātipravr̥ttiḥ [excessive sweating], ucchvāsanirōdhaḥ [difficult respiration] maNDalIsarpaviSha-saptamaviShavegaH",1E30,Dengue Fever
PE-1.4,rAjimat-sarpaviShaH,"the disorder is characterized by tvagādīnāṁ śuklatvam [whitish discolouration of skin etc.], śītajvaraḥ [fever with chills], rōmaharṣaḥ [horripilation], gātrastambhaḥ [stiffness of body parts], ādaṁśaśōphaḥ [swelling at bite site], sāndrakaphaprasēkaḥ [thick salivation], chardiḥ abhīkṣṇam [constant vomiting] rAjimat-sarpaviShaH",1C10,Malaria
PE-1.4.1,rAjimat-sarpaviShavega,rAjimat-sarpaviShavega,1A00,Cholera
PE-1.4.1.1,rAjimat sarpaviSha-prathamaviShavegaH,"the disorder is characterized by raktaṁ pāṇḍutāṁ upaiti [blood becomes pale], rōmaharṣaḥ [horripilation], śuklāvabhāsatā [whitish discoloration] rAjimat sarpaviSha-prathamaviShavegaH",3A00,Iron Deficiency Anaemia
PE-1.4.1.2,rAjimat sarpaviSha-dvitIya viShavegaH,"the disorder is characterized by pāṇḍutā atyartham [severe pallor], jāḍyam [dullness/ frigidity/inactiveness], śiraḥśōphaḥ [swelling of head] rAjimat sarpaviSha-dvitIya viShavegaH",8A20,Migraine
PE-1.4.1.3,rAjimat sarpaviSha-tRutIyaviShavegaH,"the disorder is characterized by cakṣurgrahaṇam [blurring of vision], daṁśaklēdaḥ [soddening at the site of the bite], svēdaḥ [perspiration], ghrāṇasrāvaḥ [nasal discharge], akṣisrāvaḥ [discharge from eyes] rAjimat sarpaviSha-tRutIyaviShavegaH",CA07,Acute Sinusitis
PE-1.4.1.4,rAjimat sarpaviSha-caturthaviShavegaH,"the disorder is characterized by manyāstambhaḥ [torticollis/stiffness of neck], śirōgauram [heaviness of head] rAjimat sarpaviSha-caturthaviShavegaH",FA20,Cervical Spondylosis
PE-1.4.1.5,rAjimat sarpaviSha-pa~jcamaviShavegaH,"the disorder is characterized by vāksaṅgam [impediment of speech/ dysphasia], śītajvaram [fever with chills] rAjimat sarpaviSha-pa~jcamaviShavegaH",CA40,Influenza
PE-1.4.1.6,rAjimat sarpaviSha-ShaShThaviShavegaH,"the disorder is characterized by atyarthagrahaṇīduṣṭiḥ [severe affliction of 'grahaṇī' organ], gātragauravam [heaviness of body parts], atisāraḥ [diarrhoea], hr̥tpīḍā [precordial pain/cardiac pain], mūrcchā [syncope/attacks of swooning], avipākaḥ [indigestion] rAjimat sarpaviSha-ShaShThaviShavegaH",5B80,Obesity
PE-1.4.1.7,rAjimat sarpaviSha-saptamaviShavegaH,"the disorder is characterized by ślēṣmavartiprādurbhāvaḥ [wick like thick mucoidal disharge from mouth], kaṭībhaṅgaḥ [breaking sensation of waist], pr̥ṣṭhabhaṅgaḥ [breaking sensation of the back], sarvacēṣṭāvighātaḥ [impairment of all functions], lālātipravr̥̄ttiḥ [excessive salivation], svēdātipravr̥ttiḥ [excessive sweating], ucchvāsanirōdhaḥ [difficult respiration] rAjimat sarpaviSha-saptamaviShavegaH",1E30,Dengue Fever
PE-1.5,puruShasarpadaShTaH,the disorder is characterized by ūrdhvaprēkṣaṇam [upward gaze] puruShasarpadaShTaH,1A00,Cholera
PE-1.6,strIsarpadaShTaH,"the disorder is characterized by adhōdarśanam [looking downwards], sirādarśanam lalāṭē [venous engorgement on forehead] strIsarpadaShTaH",1A00,Cholera
PE-1.7,napuMsakasarpadaShTaH,the disorder is characterized by tiryak prēkṣaṇam [looks side ways] napuMsakasarpadaShTaH,8B00,Cerebral Infarction / Stroke
PE-1.8,garBiNIsarpadaShTaH,"the disorder is characterized by pāṇḍu-mukhaḥ [pallor], dhmāta-mukhaḥ [puffy face] garBiNIsarpadaShTaH",3B00,Haemolytic Anaemia
PE-1.9,sUtikAsarpadaShTaH,"the disorder is characterized by kukṣiśūlaḥ [pain in abdomen /flanks], sarudhiramēhanam [hematuria], upajihvikā [clinical features of upajivhika] sUtikAsarpadaShTaH",ME03,Hernia
PE-1.10,grAsArthisarpadaShTaH,the disorder is characterized by annakāṅkṣā [craving for food] grAsArthisarpadaShTaH,DA94,Diarrhoeal Disease
PE-1.11,vRuddhasarpadaShTaH,"the disorder is characterized by ciravēgaḥ [delayed poisoning], mandavēgaḥ [mild poisoning] vRuddhasarpadaShTaH",DA94,Diarrhoeal Disease
PE-1.12,bAlasarpadaShTaH,"the disorder is characterized by āśuvēgaḥ [quick poisoning], mr̥duvēgaḥ [slow poisoning] bAlasarpadaShTaH",DA94,Diarrhoeal Disease
PE-1.13,andhAhika sarpadaShTaH,the disorder is characterized by andhatvam [blindness] andhAhika sarpadaShTaH,1A00,Cholera
PE-1.14,ajagarasarpadaShTaH,ajagarasarpadaShTaH,1A00,Cholera
PE-1.15,sadyaprANaharasarpadaShTaH,"the disorder is characterized by śāstrāśanihata iva bhūmau patati [drops on the earth at very moment of bite and lies flaccid as if struck by a sharp weapon or by thunderbolt], srastāṅgaḥ [flaccidity/ laxity], svapnam [sleepy] sadyaprANaharasarpadaShTaH",1E90,Rabies
PE-1.16,kRuShNasarpadaMSaH,kRuShNasarpadaMSaH,1A00,Cholera
SQ60 (PE-1.17),Sa~gkhaviShaH,"It is characterised by sweating, tremor, dryness of mouth, vomiting, fever. This may be explained by: (a) Rajas and tamas affecting the mind. Sa~gkhaviShaH",5A00,Thyrotoxicosis / Hyperthyroidism
PE-1.18,asAdhya-sarpadaShTaH,"the disorder is characterized by phēnavamanam [frothy vomitus], saṁjñāhāniḥ [loss of conciousness], śyāvapādaḥ [dark brown coloured legs], śyāvakaraḥ [bluish black coloured hands], śyāvānanaḥ [dark brown coloured face], nāsāvasādaḥ [impaired functions of nose], aṅgabhaṅgaḥ [breaking type of pain in the body], viḍbhēdaḥ [altered stools/ loose motions], ślathasandhitā [loosening of joints] asAdhya-sarpadaShTaH",DB30,Hepatitis
PE-2,mUShikAviShaH/AkhuviSha,"the disorder is characterized by granthayaḥ [nodular swelling], śōphaḥ [oedema], karṇikā [resembling lotus seed], maṇḍalāni [circular patches], ugrapiḍakōpacayaḥ [intense growth of papules], visarpaḥ [spreading cellulitis/erysipelas], kiṭibhaḥ [clinical features of kiṭibha], parvabhēdaḥ [breaking type of pain in small joints], tīvrarujā [severe pain], mūrcchā [syncope/attacks of swooning], aṅgasadanam [exhaustion or tirednes to body / inability to perform physical activities], jvaraḥ [fever], daurbalyam [weakness], aruciḥ [tastelessness], śvāsaḥ [breathlessness/difficult breathing], vamathuḥ [vomiting], lōmaharṣaḥ [horripilation], ādaṁśāt śōṇitapravr̥ttiḥ [bleeding from bite site], pāṇḍuḥ [pallor], dāhaḥ [burning sensation] mUShikAviShaH/AkhuviSha",1E30,Dengue Fever
PE-2.1,lAlana-mUShikAdaShTaH,"the disorder is characterized by lālāsrāvaḥ [salivation], hikkā [hiccup], chardiḥ [vomiting] lAlana-mUShikAdaShTaH",DA20,Gastric Ulcer
PE-2.2,putraka-mUShikAdaShTaH,"the disorder is characterized by aṅgasādaḥ [exhaustion or tirednes to body / inability to perform physical activities], pāṇḍuvarṇaḥ [pallor], ākhuśāvakasannibhaiḥ granthibhiścāṅgam cīyatē [glandular swelling resembling the litter] putraka-mUShikAdaShTaH",DA93,Intestinal Obstruction
PE-2.3,kRuShNa-mUShikAdaShTaH,"the disorder is characterized by śōphaḥ [oedema], prāyaśaḥ durdinē asr̥̄ka chardiḥ [vomiting with blood on bad day] kRuShNa-mUShikAdaShTaH",DA20,Gastric Ulcer
PE-2.4,haMsira-mUShikAdaShTaH,"the disorder is characterized by anna vidvēṣaḥ [aversion to food], jr̥̄ṁbhā [yawning], harṣaḥ [horripilation] haMsira-mUShikAdaShTaH",DA94,Diarrhoeal Disease
PE-2.5,cikvira-mUShikAdaShTaH,"the disorder is characterized by śirōduḥkham [discomfort in head], śōpha [oedema], hikkāḥ [hiccup], vamiḥ [vomiting] cikvira-mUShikAdaShTaH",8A20,Migraine
PE-2.6,CuCundara-mUShikAdaShTaH,"the disorder is characterized by tr̥ṭ [thirst], chardiḥ [vomiting], jvaraḥ [fever], daurbalyam [weakness], grīvāstambhaḥ [stiffness of neck], pr̥̄ṣṭhaśōphaḥ [swelling on back], gandhājñānam [anosmia or loss, the sense, smell], visūcikā [clinical features of viṣūcikā] CuCundara-mUShikAdaShTaH",FA01,Rheumatoid Arthritis
PE-2.7,alasa-mUShikAdaShTaH,"the disorder is characterized by grīvāstambhaḥ [stiffness of neck], ūrdhvavāyuḥ [upward movement of vāyu], daṁśē rujā [pain at bite site], jvaraḥ [fever] alasa-mUShikAdaShTaH",FA20,Cervical Spondylosis
PE-2.8,kaShAyadanta-mUShikAdaShTaH,"the disorder is characterized by nidrā [sleep], hr̥cchōṣaḥ [dryness in heart region], kārśyam [emaciation] kaShAyadanta-mUShikAdaShTaH",6C40,Insomnia Disorder
PE-2.9,kuli~ggaka-mUShikAdaShTaH,"the disorder is characterized by rujā [pain], śōphaḥ [oedema], daṁśamaṇḍalē rājyaḥ [circular streaks] kuli~ggaka-mUShikAdaShTaH",MG40,Oedema / Swelling
PE-2.10,ajita-mUShikAdaShTaH,"the disorder is characterized by aṁgakr̥ṣṇatvam [blackish coloured body], chardiḥ [vomiting], mūrcchā [syncope/attacks of swooning], hr̥dgrahaḥ [stiffness in cardiac region] ajita-mUShikAdaShTaH",FA90,Myalgia (Muscle Pain)
PE-2.11,capala-mUShikAdaShTaH,"the disorder is characterized by chardiḥ [vomiting], mūrcchā [syncope/attacks of swooning], tr̥ṣṇāḥ [thirst] capala-mUShikAdaShTaH",6B40,Post-Traumatic Stress Disorder
PE-2.12,kapila-mUShikAdaShTaH,"the disorder is characterized by vraṇē kōthaḥ [putrefaction of wound], jvaraḥ [fever], granthi-udgamaḥ [appearance of glandular swellings], tr̥ṭ [thirst] kapila-mUShikAdaShTaH",MG20,Fever of Unknown Origin
PE-2.13,kokila-mUShikAdaShTaH,"the disorder is characterized by ugrā granthayaḥ [nodular swelling], jvaraḥ [fever], dāruṇaḥdāhaḥ [intolerable burning sensation in the body] kokila-mUShikAdaShTaH",CA40,Influenza
PE-2.14,aruNa-mUShikAdaShTaH,"the disorder is characterized by vātajavikārāḥ [diseases of vāta], granthiḥ [glandular swellings], maṇḍalam [circular patches], karṇikāḥ [thorny], ugrapiḍakōpacayaḥ [intense growth of papules], bhr̥śam śōphaḥ [excessively swelling], dāruṇa śōphaḥ [hard swelling] aruNa-mUShikAdaShTaH",MG40,Oedema / Swelling
PE-2.15,mahAkRuShNa-mUShikAdaShTaH/undura-mUShikAdaShTaH,"the disorder is characterized by pittajavikārāḥ [diseases of pitta], granthiḥ [glandular swellings], maṇḍalam [circular patches], karṇikāḥ [thorny], ugrapiḍakōpacayaḥ [intense growth of papules], bhr̥śam śōphaḥ [excessively swelling], dāruṇa śōphaḥ [hard swelling] mahAkRuShNa-mUShikAdaShTaH/undura-mUShikAdaShTaH",MG40,Oedema / Swelling
PE-2.16,mahASveta-mUShikAdaShTaH,"the disorder is characterized by kaphajavikārāḥ [diseases of kapha], granthiḥ [glandular swellings], maṇḍalam [circular patches], karṇikāḥ [thorny], ugrapiḍakōpacayaḥ [intense growth of papules], bhr̥śam śōphaḥ [excessively swelling], dāruṇa śōphaḥ [hard swelling] mahASveta-mUShikAdaShTaH",MG40,Oedema / Swelling
PE-2.17,mahAkapila-mUShikAdaShTaH,"the disorder is characterized by asr̥k-vikārāḥ [diseases of rakta], granthiḥ [glandular swellings], maṇḍalam [circular patches], karṇikāḥ [thorny], ugrapiḍakōpacayaḥ [intense growth of papules], bhr̥śam śōphaḥ [excessively swelling], dāruṇa śōphaḥ [hard swelling] mahAkapila-mUShikAdaShTaH",MG40,Oedema / Swelling
PE-2.18,kapota-mUShikAdaShTaH,"the disorder is characterized by vātapittakapharaktavikārāḥ [diseases of vāta,pitta, kapha and rakta], granthiḥ [glandular swellings], maṇḍalaḥ [circular eruptions], karṇikāḥ [resembling lotus seed], ugrapiḍakōpacayaḥ [intense growth of papules], bhr̥śam śōphaḥ [excessively swelling], dāruṇa śōphaḥ [hard swelling] kapota-mUShikAdaShTaH",MG40,Oedema / Swelling
PE-2.19,asAdhya-mUShikAviShaH,"the disorder is characterized by mūrcchā [syncope/attacks of swooning], aṅgaśōphaḥ [swelling over body], vaivarṇyaḥ [discolouration], klēdaḥ [moistening / soddening], śabdāśrutiḥ [hearing loss], jvaraḥ [fever], śirōgurutvam [heaviness of head], lālāsrāvaḥ [salivation], asr̥k-chardiḥ [vomiting of blood] asAdhya-mUShikAviShaH",2B60,Malignant Neoplasm of Stomach
PE-3,Sva/vyAla-SrRugAla-tarakShu-RukSha-vyAghrAdi daShTa lakShaNa,"the disorder is characterized by daṁśē suptatā [numbness], kr̥ṣṇaṁ ca atisravati asr̥k [copious flow of dark blood], tr̥ṣṇā [thirst], mūrcchā [syncope/attacks of swooning], bhrāntiḥ [confusion], dāhaḥ [burning sensation], jvaraḥ [fever], kaṇḍūḥ [itching], nistōdaḥ [pricking type of pain], vaivarṇyam [discolouration], suptiḥ [numbness], klēdōpaśōṣaṇam [drying up of discharges], vidāhaḥ [internal burning/ indigestion], rāgaḥ [redness/congestion], ruk [pain], pākaḥ [inflammation/suppuration], śōphaḥ [oedema], granthinikuñcanam [constriction of glandular swelling], daṁśāvadaraṇam [cracking of the tissue in place of bite], sphōṭāḥ [blisters], karṇikā [polyp/protuberence], maṇḍalāni [circular patches], jvaraḥ [fever], yēna daṣṭastasya cēṣṭā [imitates the actions of animal by which he has been bitten], yēna daṣṭastasya rutam [imitates the sounds of animal by which he has been bitten], bahuśaḥ pratikriyā [reacts in many ways], kriyāhīnaḥ [becomes actionless and dies] Sva/vyAla-SrRugAla-tarakShu-RukSha-vyAghrAdi daShTa lakShaNa",1E90,Rabies
PE-3.1,alarkaviShaH/jalatrAsaH,"the disorder is characterized by suptaḥ [numbness], kr̥ṣṇaṁ asr̥k kṣarati [blackish bleeding], hr̥druk [precordial pain/cardiac pain], śirōruk [headache], jvaraḥ [fever], stambhaḥ [rigidity/stiffness], tr̥ṣṇā [thirst], mūrcchāḥ [syncope/attacks of swooning] alarkaviShaH/jalatrAsaH",FA01,Rheumatoid Arthritis
PE-3.2,asAdhya-alarkaviShaH,"the disorder is characterized by adaṣṭasya api jalatrāsaḥ [signs of hydrophobia without bite], jāgrataḥ api jalatrāsaḥ [signs of hydrophobia when awake], svapnē api jalatrāsaḥ [signs of hydrophobia when sleeping] asAdhya-alarkaviShaH",1E90,Rabies
PE-3.3,alarkaviShAriShTaH,"the disorder is characterized by tadrūpaṁ (daṁṣṭriṇā yēna daṣṭaḥ) apsu darśanam [visualising the image of animal bitting in water], abhīkṣṇam trāsaḥ (jalaṁ dr̥ṣṭvā spr̥ṣṭvā vā ) [becomes frightened at the sight or touch of water] alarkaviShAriShTaH",1E90,Rabies
PE-4,kITaviShaH,"the disorder is characterized by karṇikāḥ [thorny], śōphaḥ [oedema], jvaraḥ [fever], kaṇḍūḥ [itching], arōcakaḥ [tastelessness] kITaviShaH",MG20,Fever of Unknown Origin
PE-4.1,kITaviShavegaH,"the disorder is characterized by vardhiṣṇu śōphaḥ [increasing swelling], visraraktatā [blood with smell of raw meat], śirōgauravam [heavines of head], akṣigauravam [heaviness of eyes], mūrcchā [syncope/attacks of swooning], bhramaḥ [giddiness or dizziness], śvāsaḥ [breathlessness/difficult breathing], ativēdanā [severe pain] kITaviShavegaH",BA00,Hypertensive Heart Disease
PE-4.2,vAtanimittajakITaviShaH/vatajakITaviSha,"the disorder is characterized by hr̥tpīḍā [precordial pain/cardiac pain], ūrdhvānilaḥ [upward movement of vāyu], stambhaḥ [rigidity/stiffness], sirāyāmaḥ [dilatation of the veins], asthiparvaruk [pain in the bones and joints], ghūrṇanam [giddiness], udvēṣṭanam [cramps], tōdōlbaṇaḥ [pricking type of pain], rujōlbaṇaḥ [pain], gātraśyāvatā [blackish brown discoloration of the body] vAtanimittajakITaviShaH/vatajakITaviSha",FA01,Rheumatoid Arthritis
PE-4.3,pittanimittaja-kITaviShaH/Agneya-kITaviShaH,"the disorder is characterized by saṁjñānāśaḥ [loss of conciousness], uṣṇaniśvāsaḥ [hot breath], hr̥ddāhaḥ [burning sensation in the precordial/cardiac region], kaṭukāsyatā [pungent taste in mouth], daṁśāvadaraṇam [cracking of the tissue in place of bite], raktaśōthaḥ [reddish oedema], pītaśōthaḥ [yellow oedema at the site of the bite], māṁsāvadaraṇam [cracking of the māṁsa in the place of bite], alpasaṁsrāvaḥ [minimal discharge], dāhaḥ [burning sensation], rāgaḥ [redness/congestion], visarpaḥ [spreading cellulitis/erysipelas], pakvapīluphalaprakhyaḥ [resembling ripe fruit of pīlu (Salvadora persica)], kharjūrasadr̥śaḥ [resembling the fruit of date] pittanimittaja-kITaviShaH/Agneya-kITaviShaH",1E90,Rabies
PE-4.4,kaPanimittaja/kITaviShaH,"the disorder is characterized by vamiḥ/chardiḥ [vomiting], arōcakaḥ [tastelessness], hr̥llāsaḥ [nausea], prasēkaḥ [excessive salivation], utklēśaḥ [nausea/provocation of dōṣa], gauravam [heaviness], śaityam [coldness], mukhamādhuryam [sweet taste in mouth], pīnasaḥ [cold, catarrh], mandarujaḥ [mild pain], pakvōdumbarasannibhaḥ [swelling resemble ripe udumbara/ fig fruit] kaPanimittaja/kITaviShaH",DA40,Appendicitis
